# Radius 	finiterdf__LJ_LJ	rdf__LJ_LJ	
16.8422 1.00052	0.999541	
16.8513 0.993917	0.9929	
16.8604 0.999947	0.998917	
16.8695 1.00736	1.00636	
16.8786 0.996224	0.995208	
16.8877 1.00271	1.0017	
16.8968 0.997878	0.996852	
16.9059 0.997712	0.996666	
16.915 0.997633	0.996567	
16.9241 0.997913	0.996828	
16.9331 1.00415	1.00308	
16.9422 0.999633	0.998556	
16.9513 0.993816	0.992702	
16.9604 0.997151	0.99601	
16.9695 1.00327	1.00213	
16.9786 0.998981	0.997838	
16.9877 1.00154	1.00039	
16.9968 0.998477	0.997321	
17.0059 0.996949	0.995769	
17.015 0.992509	0.991282	
17.0241 1.0013	1.00006	
17.0332 0.999924	0.99868	
17.0422 1.00053	0.999284	
17.0513 0.999557	0.998299	
17.0604 1.00031	0.999048	
17.0695 1.00409	1.00284	
17.0786 0.997639	0.996373	
17.0877 1.00235	1.00108	
17.0968 0.999596	0.998324	
17.1059 0.997969	0.996679	
17.115 1.00383	1.00255	
17.1241 1.00808	1.00684	
17.1332 1.00603	1.00482	
17.1423 0.994317	0.993076	
17.1513 1.00284	1.0016	
17.1604 0.997048	0.995787	
17.1695 1.00292	1.00167	
17.1786 1.00025	0.998985	
17.1877 1.00649	1.00525	
17.1968 1.00468	1.00347	
17.2059 1.00057	0.999356	
17.215 1.00825	1.00707	
17.2241 0.999876	0.998703	
17.2332 0.999846	0.998665	
17.2423 1.00576	1.0046	
17.2514 1.0061	1.00497	
17.2604 1.00489	1.00379	
17.2695 1.00248	1.00139	
17.2786 0.99885	0.99775	
17.2877 0.993131	0.991986	
17.2968 0.999387	0.998223	
17.3059 1.00654	1.00541	
17.315 1.00451	1.00339	
17.3241 1.00244	1.00134	
17.3332 1.0009	0.999797	
17.3423 1.00202	1.00093	
17.3514 1.00399	1.00291	
17.3605 1.00505	1.00399	
17.3695 1.00089	0.999836	
17.3786 1.00364	1.00261	
17.3877 1.00134	1.00031	
17.3968 1.0062	1.0052	
17.4059 1.00775	1.00679	
17.415 1.00355	1.00262	
17.4241 1.0066	1.0057	
17.4332 0.99842	0.997511	
17.4423 1.00857	1.0077	
17.4514 1.00721	1.00639	
17.4605 1.00471	1.00391	
17.4696 1.00215	1.00137	
17.4786 1.00457	1.00381	
17.4877 1.00623	1.00551	
17.4968 1.00441	1.00372	
17.5059 1	0.99931	
17.515 1.00014	0.999438	
17.5241 0.996289	0.995562	
17.5332 0.998722	0.99798	
17.5423 1.01056	1.00988	
17.5514 1.01101	1.0104	
17.5605 1.00256	1.00197	
17.5696 1.0002	0.999613	
17.5787 1.00036	0.999768	
17.5877 1.00799	1.00744	
17.5968 1.00403	1.00352	
17.6059 1.00066	1.00015	
17.615 1.00089	1.00037	
17.6241 1.00975	1.0093	
17.6332 0.99873	0.998272	
17.6423 1.00364	1.0032	
17.6514 1.00208	1.00165	
17.6605 1.00914	1.00877	
17.6696 1.00105	1.00069	
17.6787 1.00475	1.00443	
17.6878 1.00535	1.00506	
17.6968 1.01375	1.01356	
17.7059 0.998079	0.997873	
17.715 0.997225	0.996999	
17.7241 1.00059	1.00036	
17.7332 0.998908	0.998674	
17.7423 1.00488	1.00467	
17.7514 1.01316	1.01306	
17.7605 0.999295	0.999184	
17.7696 1.0061	1.00603	
17.7787 1.00989	1.0099	
17.7878 1.00552	1.00556	
17.7969 0.998044	0.998076	
17.8059 1.00009	1.00012	
17.815 1.01454	1.01468	
17.8241 1.00364	1.00381	
17.8332 1.00885	1.00909	
17.8423 1.00113	1.00137	
17.8514 1.00888	1.0092	
17.8605 1.00596	1.00632	
17.8696 0.996371	0.996708	
17.8787 1.00698	1.00738	
17.8878 0.998641	0.999027	
17.8969 1.00455	1.00498	
17.906 0.997734	0.998143	
17.915 1.00543	1.00589	
17.9241 0.998598	0.999043	
17.9332 1.00176	1.00222	
17.9423 1.0085	1.00903	
17.9514 0.998896	0.999422	
17.9605 1.00257	1.00312	
17.9696 0.995532	0.996051	
17.9787 1.00755	1.00813	
17.9878 1.00321	1.00382	
17.9969 1.00454	1.00519	
18.006 1.00154	1.00221	
18.0151 1.00622	1.00694	
18.0241 1.00959	1.01039	
18.0332 1.00714	1.008	
18.0423 1.00266	1.00355	
18.0514 0.994881	0.995732	
18.0605 0.994915	0.995733	
18.0696 1.00538	1.00625	
18.0787 1.00311	1.00402	
18.0878 0.992055	0.992896	
18.0969 1.00588	1.00679	
18.106 1.00452	1.00547	
18.1151 0.998445	0.99938	
18.1241 1.00039	1.00134	
18.1332 0.994428	0.995334	
18.1423 1.00044	1.00136	
18.1514 0.995664	0.996555	
18.1605 1.0017	1.00262	
18.1696 1.01288	1.01391	
18.1787 1.0002	1.00123	
